source,region,variable,target_period,forecast_date,output_type,output_id,value_native,unit_native,value_qq,declared_target,retrieved_at,source_file
gdpnow,US,rgdp_growth,2016Q2,2016-07-26,point,,2.365674791574679,saar_pct,0.5862,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q2,2016-07-27,point,,2.267141298055031,saar_pct,0.562,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q2,2016-07-28,point,,1.8332561587395713,saar_pct,0.4552,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-03,point,,3.6384142518287366,saar_pct,0.8974,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-04,point,,3.6714290478139677,saar_pct,0.9055,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-05,point,,3.804959266712493,saar_pct,0.938,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-09,point,,3.6947463486563192,saar_pct,0.9112,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-10,point,,3.6741784931482835,saar_pct,0.9062,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-11,point,,3.684185350730873,saar_pct,0.9086,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-12,point,,3.51573939966143,saar_pct,0.8676,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-16,point,,3.645220664853932,saar_pct,0.8991,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-23,point,,3.575980306864035,saar_pct,0.8823,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-24,point,,3.4321992814114077,saar_pct,0.8472,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-25,point,,3.4078953183493077,saar_pct,0.8413,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-08-29,point,,3.479599621661267,saar_pct,0.8588,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-01,point,,3.2305541382414926,saar_pct,0.798,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-02,point,,3.4992584645805236,saar_pct,0.8636,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-06,point,,3.3503207341122554,saar_pct,0.8273,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-09,point,,3.2956716945495,saar_pct,0.8139,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-13,point,,3.216465762406706,saar_pct,0.7946,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-14,point,,3.2238216404073317,saar_pct,0.7964,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-15,point,,3.0204689855019007,saar_pct,0.7467,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-16,point,,2.9429325259543226,saar_pct,0.7278,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-20,point,,2.938820897939798,saar_pct,0.7267,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-22,point,,2.8848081590807872,saar_pct,0.7135,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-26,point,,2.8326808625754207,saar_pct,0.7008,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-28,point,,2.778440737764676,saar_pct,0.6875,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-09-30,point,,2.413084753636352,saar_pct,0.5979,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-03,point,,2.1969280402641678,saar_pct,0.5448,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-05,point,,2.2000526587152125,saar_pct,0.5455,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-07,point,,2.13991079746507,saar_pct,0.5307,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-13,point,,2.1249358284297637,saar_pct,0.5271,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-14,point,,1.9346160834704973,saar_pct,0.4802,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-15,point,,2.0013987116367815,saar_pct,0.4966,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-17,point,,2.0193293272625867,saar_pct,0.5011,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-18,point,,2.028674037501288,saar_pct,0.5034,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-19,point,,2.028951366878995,saar_pct,0.5034,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-20,point,,2.0874170331736774,saar_pct,0.5178,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-26,point,,2.146787560729635,saar_pct,0.5324,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q3,2016-10-27,point,,2.095337500694061,saar_pct,0.5198,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-10-31,point,,2.677656956742558,saar_pct,0.6628,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-01,point,,2.312350600837476,saar_pct,0.5731,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-02,point,,2.9407030181629823,saar_pct,0.7272,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-03,point,,3.097237038381495,saar_pct,0.7655,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-04,point,,3.0842654032513073,saar_pct,0.7623,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-09,point,,3.124147481202022,saar_pct,0.772,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-10,point,,3.07112960309948,saar_pct,0.7591,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-15,point,,3.3273638811047723,saar_pct,0.8217,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-16,point,,3.341818212247194,saar_pct,0.8252,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-17,point,,3.5891631417325653,saar_pct,0.8855,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-22,point,,3.5594269244017873,saar_pct,0.8782,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-23,point,,3.575135997391987,saar_pct,0.882,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-25,point,,3.1341747200194447,saar_pct,0.7745,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-11-30,point,,2.4439180006089467,saar_pct,0.6055,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-01,point,,2.913516477243161,saar_pct,0.7206,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-02,point,,2.6238191114360765,saar_pct,0.6496,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-05,point,,2.635587107088466,saar_pct,0.6525,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-06,point,,2.6184153908210384,saar_pct,0.6483,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-09,point,,2.5742413188903024,saar_pct,0.6374,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-12,point,,2.63445516745657,saar_pct,0.6522,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-13,point,,2.612946674092642,saar_pct,0.6469,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-14,point,,2.4465441016973566,saar_pct,0.6061,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-15,point,,2.608624174483909,saar_pct,0.6459,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-16,point,,2.5607633184300482,saar_pct,0.6341,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-21,point,,2.5377509372899176,saar_pct,0.6285,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-22,point,,2.5481579009914768,saar_pct,0.631,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-23,point,,2.549672646985579,saar_pct,0.6314,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2016-12-29,point,,2.508144878977081,saar_pct,0.6212,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-03,point,,2.8597880436323386,saar_pct,0.7074,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-05,point,,2.9049725867312137,saar_pct,0.7185,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-06,point,,2.8712604702342492,saar_pct,0.7102,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-10,point,,2.9073814614008375,saar_pct,0.7191,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-12,point,,2.87605054823983,saar_pct,0.7114,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-13,point,,2.7815641214616216,saar_pct,0.6883,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-18,point,,2.819311269208913,saar_pct,0.6975,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-19,point,,2.8031083965835535,saar_pct,0.6935,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-24,point,,2.781852369283744,saar_pct,0.6883,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2016Q4,2017-01-26,point,,2.881424767469243,saar_pct,0.7127,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-01-30,point,,2.344861085714145,saar_pct,0.5811,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-01,point,,3.376659722575859,saar_pct,0.8337,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-02,point,,3.050661365135654,saar_pct,0.7541,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-03,point,,2.6659976777857253,saar_pct,0.6599,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-07,point,,2.6986816597713847,saar_pct,0.6679,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-09,point,,2.7444056318779664,saar_pct,0.6792,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-10,point,,2.7131259476792513,saar_pct,0.6715,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-15,point,,2.2159074234653353,saar_pct,0.5494,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-16,point,,2.3700935168595505,saar_pct,0.5873,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-22,point,,2.507529424755006,saar_pct,0.6211,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-24,point,,2.483589803678532,saar_pct,0.6152,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-27,point,,2.4797942846820797,saar_pct,0.6143,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-02-28,point,,2.236782693913475,saar_pct,0.5546,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-01,point,,1.7910848306732063,saar_pct,0.4448,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-02,point,,1.5265727360695092,saar_pct,0.3795,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-03,point,,1.5071105050730393,saar_pct,0.3747,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-06,point,,1.2950966746611225,saar_pct,0.3222,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-07,point,,1.3122010732792289,saar_pct,0.3264,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-08,point,,1.245697852376959,saar_pct,0.31,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-09,point,,1.2292244723181023,saar_pct,0.3059,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-10,point,,0.9367830736150662,saar_pct,0.2334,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-14,point,,0.9235120477281811,saar_pct,0.2301,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-15,point,,0.9139704889129519,saar_pct,0.2277,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-16,point,,0.9058721192737318,saar_pct,0.2257,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-17,point,,0.9639584473920992,saar_pct,0.2401,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-22,point,,0.8568186448592252,saar_pct,0.2135,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-23,point,,0.9679567245523435,saar_pct,0.2411,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-24,point,,1.003736618571649,saar_pct,0.25,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-27,point,,1.0616070320417226,saar_pct,0.2644,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-28,point,,1.3027842371094556,saar_pct,0.3241,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-03-31,point,,0.8980358781023767,saar_pct,0.2238,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-03,point,,1.1883424463066117,saar_pct,0.2958,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-04,point,,1.233172289839568,saar_pct,0.3069,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-05,point,,0.8212671319669074,saar_pct,0.2047,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-07,point,,0.6328051521648836,saar_pct,0.1578,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-12,point,,0.697082620284295,saar_pct,0.1738,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-13,point,,0.6952995586625654,saar_pct,0.1734,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-14,point,,0.49353791744932707,saar_pct,0.1232,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-18,point,,0.4518825503294188,saar_pct,0.1128,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-21,point,,0.4810533447390686,saar_pct,0.12,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-25,point,,0.4682687925936291,saar_pct,0.1169,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-26,point,,0.43523577560355964,saar_pct,0.1086,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q1,2017-04-27,point,,0.16987861360426848,saar_pct,0.0424,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-01,point,,4.273394166127953,saar_pct,1.0516,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-03,point,,4.030708280697981,saar_pct,0.9928,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-04,point,,4.179450364283399,saar_pct,1.0289,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-05,point,,3.728306505223644,saar_pct,0.9193,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-09,point,,3.6004641502534573,saar_pct,0.8882,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-10,point,,3.514309855701958,saar_pct,0.8672,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-12,point,,3.647269584970858,saar_pct,0.8996,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-16,point,,4.085041165641501,saar_pct,1.006,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-18,point,,3.99059094813623,saar_pct,0.9831,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-23,point,,3.8867499701191743,saar_pct,0.9578,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-24,point,,3.7846227646729957,saar_pct,0.933,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-25,point,,3.5574370861934934,saar_pct,0.8777,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-26,point,,3.67323485494806,saar_pct,0.9059,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-05-30,point,,3.8188768587336774,saar_pct,0.9413,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-01,point,,3.9758216012043324,saar_pct,0.9795,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-02,point,,3.4216423931550555,saar_pct,0.8446,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-05,point,,3.0924982034140625,saar_pct,0.7643,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-09,point,,2.987508731192756,saar_pct,0.7387,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-12,point,,2.9714226957404666,saar_pct,0.7347,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-13,point,,3.0039532815522296,saar_pct,0.7427,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-14,point,,3.158477034013951,saar_pct,0.7804,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-15,point,,2.934221581668872,saar_pct,0.7256,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-16,point,,2.8779246375264966,saar_pct,0.7118,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-21,point,,2.8491316709522208,saar_pct,0.7048,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-23,point,,2.959847217135647,saar_pct,0.7319,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-26,point,,2.8609906714779143,saar_pct,0.7077,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-28,point,,2.693525382850459,saar_pct,0.6667,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-06-30,point,,2.718289274264807,saar_pct,0.6728,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-03,point,,2.951550279040438,saar_pct,0.7299,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-05,point,,2.5949043948350736,saar_pct,0.6425,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-06,point,,2.6789207874315935,saar_pct,0.6631,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-07,point,,2.521628750140459,saar_pct,0.6245,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-11,point,,2.5542228633319786,saar_pct,0.6325,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-13,point,,2.6704654142283957,saar_pct,0.661,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-14,point,,2.441496861588921,saar_pct,0.6049,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-18,point,,2.499273445670558,saar_pct,0.619,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-19,point,,2.540778295907198,saar_pct,0.6292,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-24,point,,2.5159022335914605,saar_pct,0.6231,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-26,point,,2.499350612926743,saar_pct,0.6191,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2017Q2,2017-07-27,point,,2.819379321981952,saar_pct,0.6975,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
