WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	Estimates Start After	
656	GIN	NGDP_RPCH	Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.601	0.610	1.800	1.300	1.400	5.000	3.114	3.300	6.308	4.003	4.324	2.497	3.273	5.048	4.001	4.680	4.462	5.182	3.644	3.812	2.503	3.658	5.165	1.249	2.340	2.997	2.497	6.512	4.142	-1.538	4.219	5.614	5.915	3.934	3.708	3.813	10.828	10.338	6.181	5.645	1.449	6.647	7.010	5.230	5.002	4.962	2018	
654	GNB	NGDP_RPCH	Guinea-Bissau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.498	4.200	-3.400	5.500	4.300	-1.000	5.600	1.958	2.925	4.580	7.305	3.095	2.276	2.963	4.016	3.747	5.994	-22.446	16.815	1.100	4.786	3.654	-0.286	1.172	6.560	2.667	2.560	4.525	2.448	5.605	8.085	-1.713	3.256	0.965	6.134	5.307	4.789	3.358	4.500	-2.900	3.000	4.000	5.000	5.000	5.000	2018	
336	GUY	NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.076	0.562	-8.884	-11.497	2.134	0.366	-0.234	-0.130	-5.981	-4.944	-3.010	6.026	7.758	8.201	8.482	5.055	7.956	6.185	-1.707	2.986	-1.345	2.260	1.149	-0.652	1.566	-1.942	5.127	7.020	1.977	3.319	4.371	5.437	5.039	3.653	1.686	0.687	3.807	3.734	4.441	5.353	26.205	8.120	29.491	22.284	2.127	1.143	2019	
263	HTI	NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.345	1.056	-2.797	-1.500	0.201	0.757	0.273	-0.432	0.559	-1.131	-0.440	1.262	-2.251	-4.922	-11.603	9.892	4.143	2.705	2.182	2.710	0.870	-1.044	-0.251	0.364	-3.523	1.805	2.249	3.343	0.844	3.083	-5.498	5.524	2.885	4.241	2.803	1.211	1.453	1.173	1.484	-1.197	-4.000	1.200	1.000	1.100	1.200	1.400	2018	
268	HND	NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.668	2.533	-1.391	-0.924	4.346	4.188	0.723	6.031	4.610	4.326	0.097	3.252	5.624	6.230	-1.303	4.080	3.578	4.994	2.902	-0.736	7.291	2.723	3.754	4.547	6.232	6.051	6.567	6.188	4.232	-2.432	3.731	3.836	4.129	2.792	3.058	3.840	3.893	4.843	3.697	2.651	-6.550	4.940	3.300	3.465	3.640	3.740	2019	
532	HKG	NGDP_RPCH	Hong Kong SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.340	9.193	2.887	6.015	10.002	0.715	11.104	13.395	8.512	2.277	3.831	5.702	6.235	6.201	6.036	2.374	4.259	5.100	-5.883	2.507	7.664	0.561	1.657	3.056	8.700	7.388	7.033	6.465	2.128	-2.459	6.768	4.815	1.700	3.102	2.762	2.388	2.169	3.791	2.847	-1.249	-7.465	3.667	3.398	2.789	2.781	2.886	2019	
944	HUN	NGDP_RPCH	Hungary	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.215	2.867	2.841	0.723	2.658	-0.253	1.535	4.051	-0.065	0.736	-3.497	-11.892	-3.064	-0.576	2.947	2.541	0.082	3.143	3.900	3.071	4.479	4.074	4.741	4.085	4.823	4.244	4.031	0.242	1.058	-6.700	0.664	1.819	-1.472	1.963	4.195	3.846	2.200	4.323	5.094	4.928	-6.100	3.900	4.000	3.800	3.200	2.600	2019	
176	ISL	NGDP_RPCH	Iceland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.738	4.265	2.154	-2.151	4.129	3.293	6.270	8.546	-0.090	0.258	1.169	-0.224	-3.374	1.313	3.609	0.117	4.785	4.945	7.095	4.043	4.892	3.899	0.681	2.268	8.042	6.330	5.249	9.365	1.992	-6.777	-3.436	1.882	1.296	4.134	2.083	4.749	6.627	4.518	3.859	1.942	-7.154	4.107	2.723	1.658	1.808	1.820	2018	
534	IND	NGDP_RPCH	India	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.281	6.006	3.476	7.289	3.821	5.254	4.777	3.965	9.628	5.947	5.534	1.057	5.482	4.750	6.659	7.575	7.550	4.050	6.184	8.463	3.975	4.944	3.907	7.944	7.849	9.285	9.264	9.801	3.891	8.480	10.260	6.638	5.456	6.386	7.410	7.996	8.256	7.044	6.120	4.181	-10.289	8.804	7.986	7.632	7.411	7.182	2020	
536	IDN	NGDP_RPCH	Indonesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.880	7.604	2.246	4.193	7.574	3.906	7.189	6.572	6.979	9.085	9.002	8.928	6.523	7.956	7.540	8.220	7.818	4.700	-13.127	0.791	4.979	3.643	4.499	4.780	5.031	5.693	5.501	6.345	7.442	4.702	6.378	6.170	6.030	5.557	5.007	4.876	5.033	5.070	5.170	5.025	-1.498	6.111	5.294	5.205	5.066	5.073	2019	
429	IRN	NGDP_RPCH	Islamic Republic of Iran	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-18.844	-8.558	13.088	13.776	-9.883	-2.064	-9.037	2.970	-9.493	5.205	18.080	10.774	2.107	1.257	-1.489	1.023	6.215	-0.550	1.910	0.309	6.867	0.806	10.253	9.226	3.988	5.144	5.319	6.730	-0.075	0.005	5.727	3.062	-7.714	-0.325	3.215	-1.586	12.518	3.732	-5.419	-6.510	-4.990	3.155	1.531	1.537	1.144	1.151	2020	
433	IRQ	NGDP_RPCH	Iraq	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.752	-4.341	-6.569	-7.797	81.787	53.386	1.675	5.638	1.889	8.228	3.379	6.403	7.546	13.936	7.628	0.738	2.537	15.199	-2.495	-0.106	4.426	-12.063	2.529	3.125	5.061	1.367	0.931	2019	
178	IRL	NGDP_RPCH	Ireland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.898	2.512	1.495	-0.729	3.204	1.947	0.424	3.641	2.998	5.614	7.711	1.642	3.579	2.314	5.894	9.593	9.092	10.747	8.817	10.014	8.285	6.064	5.796	3.685	6.433	5.514	5.018	5.563	-4.588	-5.024	1.484	0.288	-0.005	1.619	8.507	25.381	1.709	9.407	9.289	5.879	-3.004	4.943	4.271	3.540	2.829	2.645	2019	
436	ISR	NGDP_RPCH	Israel	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.568	4.723	1.424	2.586	2.210	4.451	3.551	7.490	3.564	1.419	6.633	4.618	7.155	3.771	7.011	9.654	5.015	4.058	4.224	3.622	8.845	0.158	-0.176	1.104	4.897	4.144	5.778	6.063	3.334	1.025	5.576	4.879	2.341	4.310	3.937	2.250	3.826	3.582	3.482	3.446	-5.885	4.869	4.601	4.479	4.217	4.028	2019	
136	ITA	NGDP_RPCH	Italy	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.099	0.557	0.156	0.925	3.013	2.621	2.710	3.067	4.029	3.252	1.982	1.439	0.723	-0.835	2.074	2.683	1.267	1.830	1.811	1.626	3.787	1.951	0.254	0.139	1.424	0.818	1.791	1.487	-0.962	-5.281	1.713	0.707	-2.981	-1.841	-0.005	0.778	1.293	1.668	0.798	0.301	-10.645	5.240	2.630	1.697	0.912	0.883	2019	
343	JAM	NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.041	4.420	3.080	4.153	0.950	-0.900	7.000	7.700	-3.993	4.700	4.875	0.834	2.778	2.211	1.875	2.521	0.236	-1.641	-1.210	0.981	0.776	1.281	0.675	3.667	1.324	0.894	2.899	1.444	-0.818	-3.411	-1.435	1.426	-0.501	0.206	0.576	0.871	1.499	0.687	1.886	0.899	-8.564	3.635	3.768	2.938	2.497	2.092	2019	
158	JPN	NGDP_RPCH	Japan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.181	4.209	3.312	3.523	4.502	5.233	3.327	4.731	6.785	4.858	4.893	3.417	0.848	-0.518	0.993	2.742	3.100	1.076	-1.128	-0.252	2.780	0.406	0.118	1.528	2.205	1.663	1.420	1.654	-1.094	-5.416	4.192	-0.115	1.495	2.000	0.375	1.223	0.522	2.168	0.276	0.671	-5.273	2.321	1.660	1.233	0.957	0.563	2019	
439	JOR	NGDP_RPCH	Jordan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.326	15.327	5.241	0.238	5.587	-1.176	5.468	2.730	2.083	-11.348	1.063	2.437	13.280	3.137	5.047	6.439	0.665	4.274	3.270	2.826	4.267	4.850	7.000	3.915	8.119	8.415	8.878	7.998	6.944	5.024	2.315	2.737	2.429	2.610	3.384	2.497	1.994	2.088	1.934	1.955	-5.001	3.402	2.905	2.999	3.266	3.300	2019	
916	KAZ	NGDP_RPCH	Kazakhstan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.200	-12.580	-8.200	0.500	1.700	-1.900	2.700	9.800	13.500	9.800	9.300	9.600	9.700	10.700	8.900	3.300	1.200	7.300	7.400	4.800	6.000	4.200	1.200	1.100	4.100	4.100	4.500	-2.694	3.029	4.271	5.721	3.134	3.149	2019	
664	KEN	NGDP_RPCH	Kenya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.572	4.100	5.052	1.593	1.600	4.073	6.982	5.811	6.091	4.554	4.134	1.339	-1.080	-0.095	2.531	4.287	4.148	0.411	2.983	2.199	0.347	3.979	0.481	2.949	4.635	5.665	5.854	6.851	0.232	3.307	8.402	6.112	4.563	5.879	5.357	5.718	5.879	4.806	6.318	5.366	1.048	4.668	6.038	5.797	5.759	5.784	2019	
826	KIR	NGDP_RPCH	Kiribati	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.058	0.242	0.749	-2.715	2.392	-4.519	0.975	0.426	9.149	-3.101	-1.331	0.134	1.307	1.046	1.754	-0.084	1.141	1.965	6.850	-1.771	5.956	-1.418	3.962	2.006	-1.629	4.952	-0.049	2.035	-2.092	0.803	-0.924	1.595	4.713	4.215	-0.698	10.405	5.130	0.897	2.313	2.297	-1.100	2.954	1.898	1.906	1.788	1.758	2017	
542	KOR	NGDP_RPCH	Korea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.646	7.246	8.338	13.376	10.552	7.839	11.327	12.724	11.988	7.073	9.878	10.778	6.199	6.877	9.269	9.615	7.891	6.171	-5.129	11.467	9.061	4.852	7.725	3.147	5.197	4.309	5.264	5.800	3.013	0.793	6.805	3.686	2.403	3.165	3.202	2.809	2.947	3.160	2.907	2.039	-1.878	2.871	3.114	2.898	2.639	2.448	2019	
967	UVK	NGDP_RPCH	Kosovo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.063	-0.166	5.717	2.853	3.833	3.408	8.301	4.489	3.597	3.309	4.377	2.810	3.442	1.222	4.103	4.063	4.226	3.816	4.000	-7.500	6.000	3.700	3.800	3.900	4.000	2019	
443	KWT	NGDP_RPCH	Kuwait	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-20.364	-18.921	-9.504	5.253	5.240	-4.258	8.565	8.142	-10.050	25.896	-26.229	-41.008	82.809	35.132	8.616	1.669	0.598	2.493	3.654	-1.789	4.691	0.209	3.014	17.337	10.762	10.076	7.520	5.992	2.480	-7.076	-2.371	9.628	6.625	1.151	0.499	0.593	2.926	-4.710	1.246	0.426	-8.077	0.648	3.230	2.421	2.431	2.440	2019	
917	KGZ	NGDP_RPCH	Kyrgyz Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.005	-19.807	-5.424	7.085	9.915	2.122	3.656	5.443	5.322	-0.017	7.030	7.027	-0.176	3.103	8.543	7.566	2.886	-0.472	5.956	-0.088	10.915	4.024	3.876	4.336	4.740	3.459	4.468	-12.023	9.763	7.902	6.448	4.105	4.136	2019	
544	LAO	NGDP_RPCH	Lao P.D.R.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.004	15.332	4.715	3.000	6.438	9.122	4.829	-0.960	-2.100	9.893	6.686	3.999	6.999	5.867	8.160	7.045	6.892	6.907	4.279	4.028	6.429	4.772	6.809	6.179	7.187	6.940	8.954	7.851	7.822	7.373	8.018	7.986	7.805	8.026	7.612	7.270	7.023	6.832	6.308	5.169	0.203	4.769	5.649	5.840	5.817	6.076	2018	
941	LVA	NGDP_RPCH	Latvia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.400	2.200	-2.084	2.546	8.939	6.365	2.828	5.595	6.319	7.116	8.436	8.341	10.743	11.888	10.011	-3.346	-14.238	-4.473	6.285	4.134	2.328	1.915	3.261	1.774	3.787	4.285	2.197	-6.000	5.200	5.051	4.905	3.482	2.998	2019	
446	LBN	NGDP_RPCH	Lebanon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.467	0.550	-36.789	22.710	44.479	24.300	-6.773	16.729	-28.209	-42.195	-13.421	38.200	4.495	7.000	8.030	6.493	4.038	10.190	3.900	-0.800	1.100	3.900	3.400	1.700	7.500	2.748	1.550	9.311	9.069	10.232	7.975	0.867	2.541	3.811	2.461	0.212	1.530	0.851	-1.926	-6.900	-25.000	n/a	n/a	n/a	n/a	n/a	2018	
666	LSO	NGDP_RPCH	Lesotho	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.825	3.079	5.556	2.980	4.329	3.309	4.072	2.140	7.738	5.520	5.191	4.767	6.222	3.847	4.475	2.814	4.921	3.482	1.404	1.590	4.904	3.276	1.576	4.071	2.398	3.112	4.417	4.993	8.359	3.210	6.374	5.716	6.073	3.851	2.824	3.261	3.395	-0.973	0.381	0.957	-4.798	3.863	4.304	3.663	1.682	2.113	2018	
668	LBR	NGDP_RPCH	Liberia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.758	4.431	-28.974	3.971	5.856	8.480	13.103	6.105	5.192	6.351	7.700	8.420	8.836	0.695	0.007	-1.630	2.469	1.242	-2.516	-3.006	3.241	4.096	4.879	5.310	5.392	2018	
672	LBY	NGDP_RPCH	Libya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.606	-20.040	1.518	-4.709	-8.306	0.607	-11.353	-14.702	7.579	7.199	3.720	15.655	-2.712	-3.763	1.935	-12.397	2.633	-0.607	-0.377	0.462	3.681	-1.764	-0.959	13.016	4.461	11.870	6.500	6.354	-18.121	-2.988	3.176	-66.657	124.709	-36.829	-53.017	-13.023	-7.389	64.014	17.879	9.890	-66.652	76.021	54.941	9.107	0.298	0.300	2017	
946	LTU	NGDP_RPCH	Lithuania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.239	8.293	7.467	-1.135	3.832	6.523	6.761	10.539	6.550	7.727	7.406	11.087	2.628	-14.814	1.482	6.025	3.834	3.558	3.508	2.033	2.556	4.248	3.644	3.930	-1.840	4.064	3.743	3.199	2.338	2.218	2019	
137	LUX	NGDP_RPCH	Luxembourg	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.170	0.798	1.039	1.887	4.730	5.596	9.983	3.951	8.464	9.798	5.320	8.645	1.819	4.201	3.821	1.432	1.515	5.937	6.492	8.421	8.442	2.532	3.820	1.629	3.612	3.173	5.178	8.355	-1.279	-4.359	4.865	2.539	-0.352	3.654	4.297	4.305	4.575	1.801	3.111	2.297	-5.800	5.856	3.750	3.143	2.500	2.451	2019	
546	MAC	NGDP_RPCH	Macao SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.947	11.654	26.756	8.060	13.314	14.448	3.394	1.321	25.264	21.673	9.237	11.200	-1.201	-21.594	-0.718	9.887	5.443	-4.711	-52.276	23.862	30.002	25.074	8.237	6.024	2019	
674	MDG	NGDP_RPCH	Madagascar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.788	-9.800	-1.900	0.900	1.760	1.156	1.960	1.175	3.407	4.075	3.129	-6.306	1.181	2.100	-0.042	1.679	2.154	3.693	3.917	4.699	4.457	5.980	-12.408	9.785	5.257	4.756	5.399	5.711	6.713	-3.979	0.619	1.578	3.011	2.300	3.339	3.132	3.993	3.933	4.565	4.758	-3.163	3.163	4.767	5.281	5.191	4.960	2018	
676	MWI	NGDP_RPCH	Malawi	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.395	-5.245	2.516	3.694	5.373	4.571	-0.215	1.625	3.177	1.345	5.692	8.730	-7.333	9.692	-10.313	13.830	9.979	6.587	1.061	3.541	0.775	-4.076	1.760	5.706	5.420	3.269	4.700	9.600	7.640	8.328	6.874	4.854	1.886	5.200	5.700	2.950	2.270	4.000	3.170	4.500	0.600	2.500	6.500	6.500	6.300	6.250	2011	
548	MYS	NGDP_RPCH	Malaysia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.444	6.942	5.941	6.250	7.762	-0.876	1.153	5.389	9.938	9.060	9.007	9.547	8.886	9.896	9.211	9.830	10.002	7.327	-7.359	6.131	8.671	0.518	5.391	5.789	6.783	4.976	5.584	6.299	4.832	-1.514	7.528	5.293	5.474	4.694	6.007	5.007	4.450	5.813	4.770	4.303	-6.000	7.800	6.000	5.700	5.300	5.000	2019	
556	MDV	NGDP_RPCH	Maldives	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	18.803	7.886	7.466	4.414	17.379	13.801	8.596	8.866	8.722	9.292	-4.049	6.896	6.467	5.417	7.505	7.377	9.084	10.405	9.789	7.230	4.770	3.452	6.098	25.394	6.031	-13.129	26.112	7.714	9.485	-7.229	7.267	8.567	2.517	7.281	7.330	2.885	6.338	6.804	6.889	5.657	-18.562	12.696	10.988	7.538	6.686	5.943	2019	
