WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	Estimates Start After
636	COD	NGDP_RPCH	Democratic Republic of the Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.405	0.945	-0.454	1.410	4.844	0.464	4.720	2.671	0.465	-1.260	-6.568	-8.445	-10.462	-13.468	-6.144	2.762	-1.935	-7.840	-3.875	-3.802	-8.136	-2.100	2.948	5.578	6.738	6.135	5.321	6.259	6.226	2.855	7.108	6.875	7.087	8.482	9.470	6.916	2.399	3.727	5.816	4.291	3.891	3.393	4.507	4.268	4.608	2018
634	COG	NGDP_RPCH	Republic of Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.678	2.613	2.410	2.393	2.375	2.359	2.343	2.327	21.908	21.269	1.003	2.395	2.612	-0.980	-5.493	3.985	4.290	-0.625	3.738	-2.582	7.576	3.803	4.582	0.813	3.477	7.756	6.236	-1.582	5.572	7.845	8.714	3.393	3.829	3.272	6.843	2.619	-2.829	-1.772	1.590	3.973	2.781	1.920	0.049	1.262	2.252	2017
238	CRI	NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.752	-2.260	-7.285	2.859	8.028	0.722	5.536	4.765	3.432	5.666	3.600	2.263	9.197	7.088	4.487	4.121	1.238	5.565	6.962	3.943	3.833	3.490	3.292	4.255	4.337	3.871	7.238	8.168	4.650	-0.971	4.952	4.307	4.797	2.269	3.515	3.632	4.246	3.397	2.634	2.025	2.528	2.799	2.961	3.195	3.498	2018
662	CIV	NGDP_RPCH	Côte d'Ivoire	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.196	3.498	0.200	-2.500	-2.000	3.600	4.800	-0.500	1.140	2.950	-1.090	0.040	-0.250	-0.180	0.171	5.572	8.136	5.723	4.931	1.618	-2.068	0.121	-1.668	-1.360	1.232	1.721	1.516	1.765	2.543	3.251	2.018	-4.857	10.864	9.272	8.794	8.843	7.972	7.702	7.433	7.492	7.294	7.006	6.724	6.492	6.413	2016
960	HRV	NGDP_RPCH	Croatia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.000	5.900	6.634	5.874	6.645	1.862	-0.936	3.749	3.453	5.254	5.581	3.915	4.110	4.868	5.284	2.036	-7.292	-1.473	-0.340	-2.300	-0.492	-0.088	2.401	3.536	2.921	2.630	3.032	2.704	2.518	2.271	2.062	2.033	2018
423	CYP	NGDP_RPCH	Cyprus	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.920	3.051	6.279	5.307	8.837	4.746	3.583	7.139	8.317	8.088	7.402	0.740	9.365	0.701	5.899	9.924	1.248	2.642	6.110	4.997	5.967	3.952	3.723	2.624	5.027	4.853	4.714	5.098	3.647	-2.016	1.335	0.404	-2.879	-5.798	-1.313	1.963	4.811	4.469	3.878	3.110	2.885	2.712	2.605	2.458	2.509	2018
935	CZE	NGDP_RPCH	Czech Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.525	-0.595	-0.329	1.433	4.267	2.909	1.652	3.603	4.907	6.533	6.854	5.603	2.682	-4.803	2.273	1.778	-0.800	-0.484	2.715	5.309	2.451	4.353	2.958	2.450	2.617	2.646	2.547	2.541	2.535	2018
128	DNK	NGDP_RPCH	Denmark	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.484	-0.658	3.678	2.594	4.172	4.005	4.900	0.254	-0.008	0.642	1.473	1.397	1.959	0.008	5.329	3.029	2.905	3.260	2.213	2.948	3.749	0.823	0.467	0.388	2.668	2.342	3.912	0.908	-0.511	-4.905	1.868	1.336	0.229	0.935	1.616	2.343	2.398	2.266	1.489	1.698	1.905	1.723	1.645	1.524	1.511	2018
611	DJI	NGDP_RPCH	Djibouti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.562	-6.751	-1.360	-3.481	-3.732	-1.216	0.114	2.919	0.713	1.793	3.234	3.186	2.779	3.111	4.825	5.017	5.806	1.616	4.147	7.293	4.842	5.001	7.062	7.675	6.919	5.077	5.500	6.000	6.000	6.000	6.000	6.000	6.000	2018
321	DMA	NGDP_RPCH	Dominica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	13.383	10.829	4.128	2.556	4.197	1.421	7.073	6.308	7.817	-0.191	5.419	1.346	2.030	2.162	0.034	3.030	3.105	2.185	3.774	0.355	2.340	-0.063	-2.829	6.353	3.051	0.656	4.659	6.354	7.121	-1.170	0.673	-0.224	-1.059	-0.608	4.389	-2.551	2.522	-9.530	0.533	9.372	4.935	4.171	3.569	2.087	1.484	2017
243	DOM	NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.969	4.279	1.700	4.628	1.253	-2.123	3.522	10.117	2.156	4.401	-5.454	0.945	11.221	7.365	2.600	5.685	5.978	8.885	6.714	5.940	4.662	2.460	4.495	-1.346	2.570	9.428	9.174	7.416	3.210	0.946	8.340	3.133	2.717	4.875	7.050	6.927	6.659	4.667	6.983	4.990	5.231	4.952	5.018	5.000	5.000	2018
248	ECU	NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.900	3.900	1.200	-2.800	4.200	4.400	3.094	-5.972	10.486	0.285	3.008	5.113	3.614	2.000	4.258	2.253	1.732	4.328	3.267	-4.739	1.092	4.016	4.097	2.723	8.211	5.291	4.404	2.190	6.357	0.566	3.525	7.868	5.642	4.947	3.789	0.099	-1.226	2.368	1.377	-0.483	0.478	1.636	2.716	2.507	2.512	2018
469	EGY	NGDP_RPCH	Egypt	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.409	2.198	7.296	8.876	8.021	7.425	4.759	4.273	3.994	2.993	2.350	2.100	0.300	2.900	4.188	4.484	4.879	5.919	7.543	6.110	5.383	3.524	3.186	3.193	4.092	4.472	6.844	7.088	7.156	4.674	5.147	1.765	2.226	3.302	2.916	4.372	4.347	4.077	5.314	5.516	5.868	5.955	5.967	5.950	6.003	2018
253	SLV	NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.625	-5.725	-6.306	1.535	1.337	0.616	0.190	2.513	1.878	0.962	4.831	1.494	7.018	5.819	4.690	4.735	0.818	3.135	2.654	2.161	1.126	0.877	1.581	1.562	0.891	3.117	4.343	1.861	2.127	-2.083	2.106	3.812	2.814	2.239	1.710	2.395	2.511	2.305	2.537	2.500	2.300	2.200	2.200	2.200	2.200	2018
642	GNQ	NGDP_RPCH	Equatorial Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.839	5.769	2.202	5.004	1.011	12.905	-2.331	4.437	2.655	-1.229	2.537	-1.245	33.002	10.461	16.808	26.510	52.678	147.973	24.815	26.395	110.494	60.023	19.621	14.455	30.391	8.210	6.507	15.282	17.799	1.343	-8.924	6.524	8.313	-4.133	0.415	-9.110	-8.817	-4.708	-5.728	-4.641	-4.992	-5.261	-5.636	-3.224	-2.809	2017
643	ERI	NGDP_RPCH	Eritrea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.882	20.918	2.325	9.136	7.900	1.966	0.187	-12.355	8.755	3.005	-2.656	1.452	2.574	-0.969	1.427	-19.436	12.179	10.853	25.710	1.886	-10.456	30.934	-20.621	7.391	-9.619	12.186	3.102	3.857	4.030	7.158	4.742	4.775	2018
939	EST	NGDP_RPCH	Estonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.642	2.155	4.936	13.046	4.330	-0.403	10.107	5.970	6.802	7.567	6.768	9.490	9.719	7.574	-5.089	-14.434	2.707	7.442	3.110	1.346	2.987	1.845	2.632	5.749	4.761	3.200	2.900	2.800	2.800	2.800	2.800	2018
734	SWZ	NGDP_RPCH	Eswatini	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.811	6.902	1.439	-0.547	2.481	1.924	18.584	10.016	7.571	9.408	9.859	1.760	3.227	3.106	2.401	4.826	3.842	3.103	2.604	2.951	1.760	1.055	4.380	3.880	3.624	5.999	5.992	4.435	0.822	1.565	3.794	2.247	5.391	3.862	0.913	2.312	1.268	2.025	2.351	1.300	0.509	0.638	0.543	0.576	0.467	2017
644	ETH	NGDP_RPCH	Ethiopia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.997	--	0.961	7.845	-2.305	-11.413	9.693	13.870	0.574	-0.457	2.602	-7.218	-8.907	13.363	3.486	6.121	13.533	2.840	-4.185	6.294	9.838	7.400	1.600	-2.100	11.700	12.600	11.500	11.800	11.200	10.000	10.600	11.400	8.700	9.900	10.300	10.400	8.000	10.148	7.705	7.440	7.198	7.126	7.023	6.609	6.514	2018
819	FJI	NGDP_RPCH	Fiji	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.694	6.004	-1.092	-4.212	10.107	-3.774	6.596	-7.194	3.462	13.888	5.802	-2.700	6.100	2.600	5.100	2.600	4.800	-2.400	1.300	8.700	-1.700	1.900	3.200	0.800	5.400	-1.300	1.900	-0.900	1.000	-1.400	3.000	2.700	1.411	4.734	5.604	4.664	2.510	5.425	3.526	2.700	3.000	3.200	3.200	3.200	3.200	2018
172	FIN	NGDP_RPCH	Finland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.673	1.294	3.087	3.122	3.213	3.537	2.726	3.559	5.211	5.087	0.677	-5.915	-3.324	-0.735	3.939	4.208	3.658	6.253	5.428	4.444	5.635	2.581	1.680	1.994	3.926	2.781	4.055	5.185	0.721	-8.269	2.992	2.571	-1.426	-0.759	-0.632	0.501	2.772	3.043	1.658	1.244	1.465	1.474	1.391	1.343	1.348	2018
132	FRA	NGDP_RPCH	France	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.809	1.069	2.505	1.241	1.514	1.623	2.337	2.562	4.743	4.344	2.924	1.048	1.599	-0.629	2.358	2.107	1.413	2.336	3.589	3.421	3.924	1.984	1.136	0.823	2.830	1.663	2.449	2.425	0.255	-2.873	1.949	2.193	0.313	0.576	0.956	1.113	1.095	2.260	1.725	1.249	1.263	1.338	1.391	1.392	1.432	2018
646	GAB	NGDP_RPCH	Gabon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	--	-4.000	4.100	2.000	4.900	5.800	-2.100	-15.400	3.500	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.150	0.187	1.701	1.120	-0.786	-1.908	6.333	1.733	-2.279	6.270	7.092	5.251	5.517	4.435	3.879	2.091	0.499	0.846	2.941	3.419	3.723	4.475	4.531	4.546	2018
648	GMB	NGDP_RPCH	The Gambia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.705	-9.523	20.759	13.518	-7.620	3.649	2.364	2.800	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.320	2.906	1.417	6.500	6.399	5.525	5.753	-3.247	6.874	7.046	-2.352	-0.556	3.043	6.256	6.666	5.908	-8.130	5.242	2.873	-1.407	4.058	1.943	4.823	6.547	6.528	6.405	5.600	5.400	5.124	4.800	2018
915	GEO	NGDP_RPCH	Georgia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.600	10.500	10.519	3.105	2.869	1.838	4.805	5.474	11.058	5.794	9.590	9.420	12.579	2.419	-3.651	6.249	7.222	6.351	3.387	4.624	2.881	2.847	4.833	4.717	4.641	4.801	5.000	5.200	5.200	5.187	2018
134	DEU	NGDP_RPCH	Germany	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.272	0.110	-0.788	1.555	2.826	2.192	2.417	1.469	3.736	3.913	5.723	5.011	1.925	-0.976	2.395	1.541	0.814	1.790	2.019	1.885	2.905	1.689	-0.201	-0.708	1.186	0.728	3.815	2.975	0.965	-5.694	4.185	3.913	0.428	0.431	2.218	1.742	2.230	2.465	1.522	0.544	1.247	1.439	1.336	1.235	1.167	2018
652	GHA	NGDP_RPCH	Ghana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.453	-3.629	-8.088	-5.876	9.318	6.542	6.318	6.651	6.177	4.308	3.476	4.722	4.113	4.581	3.445	4.151	4.771	5.834	4.942	4.608	3.727	4.066	4.631	5.114	5.470	6.209	5.960	4.008	9.253	5.496	7.942	17.407	8.981	7.934	2.897	2.178	3.448	8.143	6.263	7.457	5.607	4.222	4.616	4.959	5.106	2018
174	GRC	NGDP_RPCH	Greece	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.677	-1.556	-1.130	-1.078	2.007	2.513	0.515	-2.257	4.288	3.799	--	3.102	0.697	-1.599	2.000	2.100	2.863	4.484	3.895	3.072	3.920	4.132	3.923	5.795	5.061	0.599	5.652	3.274	-0.335	-4.301	-5.478	-9.132	-7.300	-3.242	0.740	-0.438	-0.191	1.505	1.934	1.981	2.220	1.707	1.345	0.897	0.932	2018
328	GRD	NGDP_RPCH	Grenada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	15.067	1.375	4.107	3.295	3.963	5.988	7.358	9.073	2.916	3.758	4.241	1.423	-0.813	-1.956	1.838	2.196	4.386	4.916	11.808	6.981	5.063	-2.024	3.438	9.464	-0.647	13.273	-3.993	6.124	0.948	-6.613	-0.511	0.765	-1.155	2.351	7.342	6.445	3.740	4.439	4.248	3.144	2.730	2.659	3.171	3.178	2.964	2018
258	GTM	NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.700	0.644	-3.542	-2.528	0.510	-0.600	0.100	3.579	3.892	3.943	3.101	3.000	4.600	3.400	3.500	4.400	2.800	4.100	4.600	3.700	2.500	2.400	3.867	2.531	3.152	3.260	5.380	6.304	3.281	0.526	2.869	4.162	2.970	3.698	4.174	4.140	3.092	2.760	3.145	3.354	3.541	3.720	3.596	3.514	3.467	2018
656	GIN	NGDP_RPCH	Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.601	0.610	1.800	1.300	1.400	5.000	3.114	3.300	6.308	4.003	4.324	2.497	3.273	5.048	4.001	4.680	4.462	5.182	3.644	3.812	2.503	3.658	5.165	1.249	2.340	2.997	2.497	6.512	4.142	-1.538	4.219	5.614	5.915	3.934	3.708	3.813	10.828	10.048	5.768	5.892	5.963	5.990	5.281	4.991	4.955	2018
654	GNB	NGDP_RPCH	Guinea-Bissau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.498	4.200	-3.400	5.500	4.300	-1.000	5.600	1.958	2.925	4.580	7.305	3.095	2.276	2.963	4.016	3.747	5.994	-16.909	13.228	-0.189	2.017	-1.279	0.402	2.761	4.266	2.309	3.263	3.204	3.369	4.611	8.085	-1.713	3.256	0.965	6.134	6.263	5.927	3.800	4.600	4.900	5.000	5.100	5.200	5.300	2018
336	GUY	NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.076	0.562	-8.884	-11.497	2.134	0.366	-0.234	-0.130	-5.981	-4.944	-3.010	6.026	7.758	8.201	8.482	5.055	7.956	6.185	-1.707	2.986	-1.345	2.260	1.149	-0.652	1.566	-1.942	5.127	7.020	1.977	3.319	4.371	5.437	5.039	5.018	3.898	3.055	3.356	2.134	4.138	4.435	85.618	4.767	20.630	26.190	3.237	2017
263	HTI	NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.345	1.056	-2.797	-1.500	0.201	0.757	0.273	-0.432	0.559	-1.131	-0.440	1.262	-2.251	-4.922	-11.603	9.892	4.143	2.705	2.182	2.710	0.870	-1.044	-0.251	0.364	-3.523	1.805	2.249	3.343	0.844	3.083	-5.498	5.524	2.885	4.241	2.803	1.211	1.453	1.173	1.484	0.100	1.199	1.495	1.495	1.495	1.505	2018
268	HND	NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.668	2.533	-1.391	-0.924	4.346	4.188	0.723	6.031	4.610	4.326	0.097	3.252	5.624	6.230	-1.303	4.080	3.578	4.994	2.902	-0.736	7.291	2.723	3.754	4.547	6.232	6.051	6.567	6.188	4.232	-2.432	3.731	3.836	4.129	2.792	3.058	3.840	3.752	4.930	3.745	3.360	3.528	3.634	3.743	3.855	3.940	2017
532	HKG	NGDP_RPCH	Hong Kong SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.340	9.193	2.887	6.015	10.002	0.715	11.104	13.396	8.511	2.277	3.831	5.702	6.235	6.201	6.036	2.374	4.259	5.100	-5.883	2.507	7.664	0.561	1.657	3.056	8.700	7.388	7.033	6.465	2.128	-2.459	6.768	4.815	1.700	3.102	2.762	2.388	2.176	3.849	3.002	0.346	1.464	2.461	2.656	2.747	2.854	2018
944	HUN	NGDP_RPCH	Hungary	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.215	2.867	2.841	0.723	2.658	-0.253	1.535	4.051	-0.065	0.736	-3.497	-11.892	-3.064	-0.576	2.947	2.541	0.014	3.340	4.236	3.187	4.209	3.841	4.528	3.849	5.005	4.388	3.851	0.422	0.851	-6.601	0.655	1.658	-1.631	2.094	4.225	3.536	2.281	4.137	4.940	4.600	3.300	2.900	2.600	2.400	2.200	2018
176	ISL	NGDP_RPCH	Iceland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.738	4.265	2.154	-2.151	4.129	3.293	6.270	8.546	-0.090	0.258	1.169	-0.224	-3.374	1.313	3.609	0.117	4.785	4.945	7.095	4.043	4.892	3.899	0.681	2.268	8.042	6.330	5.249	9.365	1.992	-6.777	-3.436	1.882	1.296	4.134	2.083	4.749	6.627	4.404	4.821	0.822	1.631	2.048	2.035	2.047	1.937	2018
