WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	Estimates Start After	
546	MAC	NGDP_RPCH	Macao SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.911	11.641	26.629	8.077	13.390	14.477	3.391	1.275	25.123	21.616	9.242	10.753	-2.048	-21.515	-0.679	9.860	6.405	-2.563	-54.336	23.535	-21.402	80.534	13.939	9.642	4.392	3.043	3.025	3.002	2023	
674	MDG	NGDP_RPCH	Madagascar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.788	-9.800	-1.900	0.900	1.760	1.156	1.960	1.175	3.407	4.075	3.129	-6.306	1.181	2.100	-0.042	1.679	2.154	3.693	3.917	4.699	4.457	5.980	-12.408	9.785	5.257	4.756	5.399	5.711	6.713	-3.979	0.619	1.578	3.011	2.300	3.339	3.132	3.993	3.933	3.194	4.411	-7.138	5.740	4.000	3.800	4.500	4.600	4.700	4.600	4.500	4.500	2022	
676	MWI	NGDP_RPCH	Malawi	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.395	-5.245	2.516	3.694	5.373	4.571	-0.215	1.625	3.177	1.345	5.692	8.730	-7.333	9.692	-10.313	13.830	9.979	6.587	1.061	3.541	0.775	-4.076	1.760	5.706	5.420	3.269	4.700	9.600	7.640	8.328	6.874	4.854	1.886	5.200	5.700	2.950	2.270	4.000	4.392	5.448	0.913	4.567	0.800	1.600	3.300	3.800	4.300	4.500	4.600	4.600	2022	
548	MYS	NGDP_RPCH	Malaysia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.444	6.942	5.941	6.250	7.762	-0.876	1.153	5.389	9.938	9.060	9.007	9.547	8.886	9.896	9.211	9.830	10.002	7.327	-7.359	6.131	8.671	0.518	5.391	5.789	6.783	4.976	5.584	6.299	4.832	-1.514	7.528	5.293	5.474	4.694	6.007	5.007	4.450	5.813	4.843	4.413	-5.457	3.298	8.650	3.680	4.421	4.395	4.405	3.954	3.962	3.966	2023	
556	MDV	NGDP_RPCH	Maldives	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	18.803	7.886	7.466	4.414	17.379	13.801	8.596	8.866	8.722	9.292	-4.049	6.896	6.467	5.417	7.505	7.377	9.084	12.628	9.777	7.232	4.737	1.450	6.098	14.153	6.031	-11.223	23.606	7.123	8.980	-8.158	6.835	8.573	2.364	6.963	7.801	3.972	6.572	7.055	8.668	7.298	-32.909	37.687	13.907	4.424	5.170	6.504	5.000	4.800	4.499	4.499	2022	
678	MLI	NGDP_RPCH	Mali	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.299	-4.542	-11.557	3.229	2.419	3.243	6.104	2.479	0.054	10.692	9.310	7.680	-1.562	3.561	3.802	2.997	7.281	4.797	2.926	6.245	-0.061	15.376	3.106	9.119	1.560	6.535	4.662	3.494	4.773	4.679	5.413	3.240	-0.836	2.295	7.085	6.172	5.852	5.305	4.746	4.765	-1.244	3.053	3.475	4.500	4.000	4.500	4.900	4.900	4.900	4.900	2022	
181	MLT	NGDP_RPCH	Malta	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.175	2.565	4.074	0.140	3.384	2.510	4.775	3.826	-1.134	5.544	0.467	4.118	5.473	7.634	9.608	3.381	10.869	7.416	7.124	-8.157	12.514	8.076	5.614	5.041	4.005	3.604	3.500	3.534	3.511	2023	
867	MHL	NGDP_RPCH	Marshall Islands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.679	-1.365	2.468	6.916	3.648	-1.535	-0.708	1.773	0.203	3.392	-7.646	3.673	5.422	-0.053	-1.309	3.610	-1.158	2.101	2.144	3.734	5.659	10.358	-2.846	1.112	-0.676	3.000	3.000	2.000	1.750	1.500	1.500	1.500	2022	
682	MRT	NGDP_RPCH	Mauritania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	--	1.772	5.874	-3.061	9.820	5.819	-4.045	2.778	3.673	-3.918	-0.799	1.381	6.928	4.733	8.566	18.333	-1.969	-0.331	0.098	2.620	4.173	4.470	4.151	4.275	5.376	1.261	6.271	4.773	3.146	-0.429	0.737	6.364	4.811	5.052	5.548	4.464	5.596	4.294	2.166	2023	
684	MUS	NGDP_RPCH	Mauritius	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-10.060	5.882	5.497	0.384	4.775	6.876	9.742	10.163	6.791	4.465	7.187	4.435	6.513	5.082	4.136	4.288	5.588	5.687	6.072	2.611	8.192	3.214	1.627	5.984	4.299	1.453	4.514	5.727	5.387	3.315	4.377	4.078	3.496	3.360	3.827	3.691	3.862	3.938	4.007	2.891	-14.547	3.404	8.881	6.870	4.861	3.676	3.463	3.329	3.329	3.329	2023	
273	MEX	NGDP_RPCH	Mexico	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	9.482	9.586	-0.050	-4.624	3.513	1.919	-3.930	2.063	1.218	3.625	5.250	3.976	3.569	2.867	4.394	-5.910	6.218	7.199	6.185	2.755	5.029	-0.451	-0.237	1.186	3.565	2.113	4.805	2.078	0.943	-6.295	4.971	3.444	3.553	0.852	2.504	2.702	1.772	1.872	1.972	-0.251	-8.625	5.739	3.949	3.229	2.367	1.438	1.935	2.056	2.061	2.061	2023	
868	FSM	NGDP_RPCH	Micronesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.339	-6.211	2.837	1.129	4.625	1.820	0.443	1.763	-3.190	2.314	-0.199	-1.724	-2.583	1.098	2.066	3.784	-1.694	-3.676	-2.586	4.434	0.943	2.255	0.064	3.820	-1.870	3.013	-0.864	0.766	1.052	1.725	1.116	0.809	0.734	0.700	2022	
921	MDA	NGDP_RPCH	Moldova	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.200	-30.900	-1.428	-5.900	1.600	-6.500	-3.400	2.100	6.100	7.800	6.600	7.400	7.500	4.800	3.000	7.800	-6.000	7.100	5.818	-0.590	9.044	5.000	-0.338	4.409	4.200	4.100	3.600	-8.300	13.900	-4.982	1.032	2.600	4.830	5.012	5.021	5.041	4.997	2022	
948	MNG	NGDP_RPCH	Mongolia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	6.443	8.376	8.331	5.792	5.914	5.679	9.426	3.542	5.146	4.183	-2.486	-9.199	-9.256	-3.169	2.134	6.376	2.235	3.897	3.340	3.070	1.146	4.639	5.267	7.357	9.425	6.507	8.163	8.757	7.819	-2.069	7.313	17.291	12.320	11.649	7.885	2.410	1.490	5.637	7.745	5.602	-4.558	1.637	5.033	7.023	6.536	5.960	5.480	5.374	5.170	5.171	2023	
943	MNE	NGDP_RPCH	Montenegro	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.100	1.900	2.500	4.400	4.200	8.600	6.800	7.200	-5.800	2.700	3.200	-2.724	3.549	1.784	3.390	2.949	4.716	5.078	4.063	-15.307	13.043	6.407	6.000	3.742	3.000	3.000	3.000	3.000	3.000	2023	
686	MAR	NGDP_RPCH	Morocco	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.792	-2.765	9.619	-0.557	4.337	6.324	8.300	-2.544	10.415	2.366	4.035	7.547	-2.908	-1.003	11.494	-6.328	13.460	-2.012	7.979	0.529	1.593	7.552	3.316	6.317	4.802	2.978	7.760	2.706	5.923	4.244	3.816	5.246	3.010	4.535	2.669	4.345	0.521	5.058	3.066	2.891	-7.178	8.021	1.259	3.017	3.145	3.302	3.382	3.395	3.379	3.409	2022	
688	MOZ	NGDP_RPCH	Mozambique	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.228	5.000	-6.900	-15.700	-6.500	1.000	-2.300	14.700	8.200	6.500	1.000	6.552	-7.576	10.941	6.440	2.123	10.696	11.815	10.369	11.817	0.766	12.852	9.668	7.218	8.205	6.312	9.911	7.649	6.878	5.929	6.680	7.134	7.995	6.571	7.703	7.393	4.697	2.638	3.485	2.318	-1.220	2.377	4.360	6.013	4.974	4.971	3.952	13.117	12.070	8.465	2022	
518	MMR	NGDP_RPCH	Myanmar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.432	12.418	12.468	9.928	13.196	15.318	13.567	13.307	12.500	7.558	4.385	5.247	5.471	6.486	7.899	8.200	7.473	6.408	5.750	6.405	6.750	-1.200	-10.486	-3.965	2.546	1.501	2.015	2.019	2.023	2.018	2.013	2021	
728	NAM	NGDP_RPCH	Namibia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.343	9.270	-1.620	3.005	4.115	3.196	4.216	3.291	3.366	3.497	2.393	6.680	3.477	6.632	4.670	3.948	3.646	2.650	0.296	6.039	5.091	5.062	5.615	6.093	4.264	0.034	-1.027	1.060	-0.839	-8.101	3.525	4.560	3.154	2.650	2.643	2.580	2.596	2.651	2.635	2022	
836	NRU	NGDP_RPCH	Nauru	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.433	-9.045	-4.509	76.864	-5.652	-0.160	14.395	25.279	3.648	16.423	2.698	4.363	-6.011	-1.219	8.487	1.982	7.207	2.841	0.596	1.576	1.322	1.209	0.938	0.961	0.827	2021	
558	NPL	NGDP_RPCH	Nepal	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-2.320	8.341	3.780	-2.978	9.681	6.145	4.566	1.700	7.697	4.328	4.635	6.366	4.108	3.847	8.219	3.468	5.338	5.261	2.943	4.483	6.116	5.629	0.120	3.945	4.683	3.479	3.365	3.412	6.105	4.533	4.816	3.422	4.670	3.525	6.011	3.976	0.433	8.977	7.622	6.657	-2.370	4.838	5.613	0.832	3.104	5.191	5.185	5.206	5.228	5.249	2022	
138	NLD	NGDP_RPCH	Netherlands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.514	-1.283	1.758	3.118	2.656	3.126	1.850	4.585	4.481	4.178	2.451	1.589	1.264	3.009	2.773	3.494	4.328	4.668	5.032	4.199	2.328	0.217	0.158	1.983	2.047	3.462	3.772	2.172	-3.667	1.341	1.550	-1.031	-0.127	1.424	1.958	2.192	2.911	2.361	1.956	-3.885	6.192	4.326	0.093	0.632	1.296	1.909	1.919	1.765	1.630	2023	
196	NZL	NGDP_RPCH	New Zealand	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.009	2.961	2.878	-0.124	6.858	1.213	1.810	2.436	0.555	0.428	0.021	-1.322	0.704	5.225	5.583	4.893	4.075	2.447	0.411	4.483	4.216	2.521	4.704	4.427	4.843	3.217	2.813	3.505	-0.357	-1.115	1.715	1.789	2.515	2.319	3.766	3.636	3.945	3.346	3.497	3.079	-1.370	5.628	2.384	0.633	1.047	1.966	2.413	2.378	2.421	2.373	2022	
278	NIC	NGDP_RPCH	Nicaragua	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.612	5.361	-0.817	4.615	-1.566	-4.084	-1.015	-0.706	-12.400	-1.694	-0.132	-0.154	0.400	-0.400	5.000	5.912	6.344	3.967	3.712	7.036	4.102	2.961	0.754	2.521	5.351	4.244	3.805	5.076	3.436	-3.293	4.410	6.317	6.496	4.927	4.785	4.792	4.563	4.631	-3.363	-2.897	-1.766	10.347	3.751	4.686	3.500	3.500	3.500	3.500	3.500	3.500	2022	
692	NER	NGDP_RPCH	Niger	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.886	-0.178	2.174	-3.864	-16.820	7.718	6.352	0.088	6.871	0.957	-1.308	-0.440	2.001	0.323	1.858	2.454	0.100	1.527	9.975	-0.222	-1.209	7.269	4.920	2.184	0.362	7.335	5.933	3.144	7.733	1.963	8.581	2.356	10.542	5.311	6.644	4.393	5.741	5.001	7.007	6.143	3.550	1.399	11.904	1.409	10.424	6.086	5.914	5.830	5.956	5.974	2021	
694	NGA	NGDP_RPCH	Nigeria	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-0.552	2.193	1.569	0.257	1.872	4.052	2.886	2.496	0.522	5.518	6.667	14.604	9.503	10.442	7.008	6.726	7.318	7.199	8.353	11.259	4.887	4.279	5.394	6.310	2.653	-1.617	0.806	1.923	2.208	-1.794	3.647	3.252	2.860	3.338	2.964	2.983	3.340	3.336	3.315	2022	
962	MKD	NGDP_RPCH	North Macedonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-7.500	-1.800	-1.100	1.200	1.351	3.381	4.348	4.539	-3.067	1.494	2.223	4.674	4.724	5.137	6.473	5.472	-0.359	3.359	2.340	-0.456	2.925	3.629	3.856	2.848	1.082	2.881	3.910	-4.688	4.511	2.221	1.027	2.700	3.700	3.900	3.900	3.800	3.500	2023	
142	NOR	NGDP_RPCH	Norway	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.515	1.598	0.235	3.973	6.052	5.553	4.042	1.754	-0.255	1.038	1.932	3.084	3.574	2.845	5.055	4.156	5.028	5.285	2.669	2.072	3.319	2.067	1.378	0.945	4.015	2.685	2.461	2.914	0.482	-1.940	0.787	1.106	2.718	1.016	2.048	1.857	1.165	2.464	0.829	1.124	-1.278	3.909	3.006	0.514	1.525	1.918	1.700	1.582	1.396	1.423	2023	
449	OMN	NGDP_RPCH	Oman	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	6.079	17.096	11.501	15.947	13.904	14.523	2.145	-3.992	5.245	2.983	8.378	6.044	8.492	6.144	3.845	4.831	2.889	6.178	2.704	0.298	6.193	4.613	-0.784	-2.195	1.992	2.780	4.670	4.980	8.950	5.982	2.472	2.894	8.863	5.227	1.292	5.017	5.046	0.304	1.287	-1.130	-3.378	3.092	4.311	1.311	1.194	3.088	3.547	3.236	3.114	3.185	2022	
564	PAK	NGDP_RPCH	Pakistan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	6.912	6.208	7.562	6.788	3.973	8.708	6.363	5.811	6.436	4.808	4.589	5.127	7.569	2.097	4.369	5.062	6.599	1.703	3.494	4.182	3.908	3.638	2.623	5.167	7.691	7.997	5.664	5.111	4.445	1.063	2.265	3.204	3.196	3.856	3.556	3.812	4.072	4.609	6.096	3.120	-0.943	5.770	6.169	-0.166	2.000	3.500	4.500	5.000	5.000	5.000	2023	
565	PLW	NGDP_RPCH	Palau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.502	5.056	-3.380	4.077	3.664	0.031	0.947	-5.255	-6.839	-1.141	4.124	1.868	-1.612	4.435	9.549	1.507	-3.514	1.261	1.357	-7.040	-13.362	-1.964	0.800	12.400	11.900	3.500	2.000	1.500	1.500	2022	
283	PAN	NGDP_RPCH	Panama	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.500	9.207	5.348	-4.491	2.709	4.942	3.568	-1.809	-13.380	1.562	8.099	9.418	8.203	5.456	2.849	1.752	7.371	6.480	7.332	3.878	2.737	0.558	2.247	4.226	7.508	7.181	8.541	12.111	9.856	1.243	5.828	11.314	9.779	6.903	5.067	5.733	4.953	5.591	3.685	3.282	-17.668	15.836	10.809	7.317	2.500	3.000	4.000	4.000	4.000	4.000	2022	
853	PNG	NGDP_RPCH	Papua New Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-2.309	1.149	0.832	3.438	-0.983	3.578	5.654	2.762	2.909	-1.424	-3.132	9.568	13.827	13.334	10.492	-3.446	6.599	-6.343	4.682	1.856	-2.494	-0.123	-0.159	9.046	0.578	4.252	2.537	7.815	-0.296	6.800	10.128	1.108	4.657	3.825	13.544	6.576	5.492	3.535	-0.279	4.480	-3.167	-0.780	5.165	2.681	4.520	3.698	3.450	3.065	3.107	3.113	2022	
288	PRY	NGDP_RPCH	Paraguay	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	11.712	9.170	-1.398	-3.043	2.817	3.872	0.263	4.072	5.881	5.817	4.120	3.490	1.696	4.936	5.318	6.823	1.574	4.243	0.068	-1.366	-2.314	-0.834	-0.021	4.321	4.057	2.133	4.807	5.422	6.496	-0.261	11.095	4.286	-0.708	8.293	5.301	2.957	4.268	4.810	3.204	-0.402	-0.820	4.017	0.176	4.477	3.800	3.800	3.500	3.500	3.500	3.500	2022	
293	PER	NGDP_RPCH	Peru	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.661	5.461	-0.324	-9.329	3.801	2.089	12.106	7.738	-9.422	-13.422	-5.090	2.219	-0.541	5.244	12.308	7.411	2.799	6.476	-0.392	1.495	2.695	0.617	5.454	4.165	4.959	6.285	7.529	8.518	9.119	1.096	8.334	6.325	6.142	5.852	2.384	3.252	3.954	2.522	3.970	2.240	-10.869	13.418	2.684	-0.552	2.538	2.680	2.301	2.300	2.300	2.300	2023	
566	PHL	NGDP_RPCH	Philippines	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.149	3.423	3.619	1.875	-7.324	-7.307	3.417	4.312	6.753	6.205	3.037	-0.436	0.418	2.182	4.374	4.625	5.860	5.186	-0.514	3.346	4.383	3.049	3.716	5.087	6.569	4.942	5.316	6.519	4.344	1.448	7.335	3.858	6.897	6.751	6.348	6.348	7.149	6.931	6.341	6.119	-9.518	5.715	7.570	5.568	6.163	6.177	6.187	6.316	6.324	6.398	2023	
